Info,Date,Home,Away,FTHG,FTAG,Home Ball Possession,Home Goal Attempts,Home Shots on Goal,Home Shots off Goal,Home Blocked Shots,Home Corner Kicks,Home Offsides,Home Goalkeeper Saves,Home Fouls,Home Yellow Cards,Home Total Passes,Home Tackles,Home Attacks,Home Dangerous Attacks,Away Ball Possession,Away Goal Attempts,Away Shots on Goal,Away Shots off Goal,Away Blocked Shots,Away Corner Kicks,Away Offsides,Away Goalkeeper Saves,Away Fouls,Away Yellow Cards,Away Total Passes,Away Tackles,Away Attacks,Away Dangerous Attacks,Away Red Cards,Home Red Cards
Championship - Round 4,03.10.2020 09:00,Rotherham,Huddersfield,1,1,26%,5,2,0,3,2,2,0,17,1,186,9,77,14,74%,11,1,5,5,6,4,1,12,1,515,13,76,47,,
Championship - Round 4,03.10.2020 09:00,Sheffield Wed,QPR,1,1,44%,11,2,2,7,5,5,1,11,2,320,15,83,32,56%,9,2,4,3,7,0,1,13,1,403,14,69,25,,
Championship - Round 4,03.10.2020 09:00,Swansea,Millwall,2,1,58%,14,4,4,6,5,2,4,6,1,560,11,96,46,42%,12,5,2,5,7,2,2,12,1,401,7,70,18,,
Championship - Round 4,03.10.2020 06:30,Norwich,Derby,0,1,66%,13,5,6,2,7,2,2,13,3,640,16,170,77,34%,9,3,3,3,2,0,5,6,2,329,15,87,33,,
Championship - Round 3,27.09.2020 10:00,Bournemouth,Norwich,1,0,36%,13,5,4,4,3,2,5,8,1,362,13,73,33,64%,14,5,4,5,8,0,4,13,1,616,15,134,69,,
Championship - Round 3,27.09.2020 07:00,Bristol City,Sheffield Wed,2,0,58%,16,3,10,3,6,0,2,12,2,428,9,84,38,42%,7,2,4,1,2,1,1,19,1,307,16,102,27,,
Championship - Round 3,26.09.2020 09:00,Barnsley,Coventry,0,0,48%,13,2,8,3,5,4,0,11,3,417,21,118,52,52%,10,0,5,5,7,1,2,17,2,443,15,109,38,,
Championship - Round 3,26.09.2020 09:00,Birmingham,Rotherham,1,1,57%,13,5,5,3,5,3,2,17,,343,14,100,52,43%,9,3,4,2,6,1,4,17,,261,8,88,42,,
Championship - Round 3,26.09.2020 09:00,Cardiff,Reading,1,2,52%,12,5,5,2,6,2,3,15,2,401,21,126,54,48%,6,5,1,0,3,0,4,9,1,377,20,75,37,,
Championship - Round 3,26.09.2020 09:00,Derby,Blackburn,0,4,63%,15,5,5,5,9,0,6,14,2,534,16,110,37,37%,23,10,5,8,4,4,5,11,3,317,11,93,51,,
Championship - Round 3,26.09.2020 09:00,Millwall,Brentford,1,1,46%,9,3,4,2,3,0,0,11,3,433,12,114,47,54%,8,1,5,2,5,0,2,9,1,502,18,113,44,,
Championship - Round 3,26.09.2020 09:00,Preston,Stoke,0,1,36%,14,4,6,4,7,3,3,14,1,257,12,93,37,64%,15,4,9,2,7,2,4,16,3,478,8,114,69,0,1
Championship - Round 3,26.09.2020 09:00,QPR,Middlesbrough,1,1,57%,14,7,3,4,7,1,1,11,0,335,18,110,46,43%,7,2,3,2,5,7,6,12,1,252,17,110,63,,
Championship - Round 3,26.09.2020 06:30,Watford,Luton,1,0,49%,14,5,4,5,11,1,0,12,0,414,16,112,54,51%,4,0,4,0,1,2,4,15,2,420,20,105,46,,
Championship - Round 3,26.09.2020 06:30,Wycombe,Swansea,0,2,36%,8,2,6,0,5,0,4,9,2,273,14,106,49,64%,17,6,6,5,7,0,2,8,0,505,10,107,53,,
Championship - Round 2,20.09.2020 08:00,Stoke,Bristol City,0,2,51%,8,0,2,6,7,0,2,14,1,481,11,112,47,49%,10,4,5,1,4,1,0,9,1,467,15,83,25,,
Championship - Round 2,19.09.2020 09:00,Blackburn,Wycombe,5,0,69%,23,16,3,4,12,3,1,17,,463,12,88,52,31%,9,1,4,4,2,2,11,13,,188,17,84,47,,
Championship - Round 2,19.09.2020 09:00,Brentford,Huddersfield,3,0,44%,23,6,11,6,6,2,4,13,,315,16,102,55,56%,10,4,3,3,3,4,3,9,,428,16,63,20,,
Championship - Round 2,19.09.2020 09:00,Luton,Derby,2,1,35%,9,3,4,2,4,6,2,15,2,313,9,78,39,65%,14,3,4,7,5,1,1,13,0,576,14,116,70,,
Championship - Round 2,19.09.2020 09:00,Middlesbrough,Bournemouth,1,1,52%,18,7,5,6,7,5,4,12,1,263,17,118,65,48%,10,5,0,5,7,1,6,20,2,253,7,57,18,,
Championship - Round 2,19.09.2020 09:00,Norwich,Preston,2,2,56%,14,6,8,0,4,0,4,6,1,446,11,88,48,44%,16,6,4,6,9,3,4,13,2,360,18,130,58,,
Championship - Round 2,19.09.2020 09:00,Reading,Barnsley,2,0,58%,6,5,0,1,6,4,2,11,1,532,12,116,26,42%,9,2,3,4,5,0,3,20,4,376,25,95,32,2,0
Championship - Round 2,19.09.2020 09:00,Rotherham,Millwall,0,1,51%,13,1,4,8,8,0,1,14,1,384,13,133,71,49%,8,2,4,2,3,3,1,11,2,379,11,114,41,,
Championship - Round 2,19.09.2020 09:00,Sheffield Wed,Watford,0,0,50%,8,1,7,0,2,2,3,17,,355,21,136,45,50%,6,3,2,1,8,3,1,22,,350,18,72,46,,
Championship - Round 2,19.09.2020 09:00,Swansea,Birmingham,0,0,62%,8,5,1,2,5,1,3,10,0,528,8,108,44,38%,10,3,1,6,8,1,5,13,1,320,11,99,51,,
Championship - Round 2,19.09.2020 06:30,Nottingham,Cardiff,0,2,57%,13,3,8,2,9,0,2,8,,439,23,117,69,43%,9,4,1,4,2,3,3,12,,345,20,112,27,,
Championship - Round 1,12.09.2020 09:00,Barnsley,Luton,0,1,53%,10,1,6,3,5,2,0,14,1,390,18,101,38,47%,3,1,2,0,6,3,1,10,3,344,6,121,64,,
Championship - Round 1,12.09.2020 09:00,Bournemouth,Blackburn,3,2,49%,12,5,5,2,5,0,0,12,2,400,21,95,36,51%,15,2,8,5,2,2,2,16,0,403,27,134,58,,
Championship - Round 1,12.09.2020 09:00,Bristol City,Coventry,2,1,46%,11,6,2,3,5,4,3,10,2,401,14,104,44,54%,16,4,6,6,7,2,4,12,1,455,17,112,50,,
Championship - Round 1,12.09.2020 09:00,Cardiff,Sheffield Wed,0,2,62%,7,2,4,1,4,0,2,10,0,428,11,132,36,38%,8,4,2,2,6,2,2,19,1,258,13,76,43,,
Championship - Round 1,12.09.2020 09:00,Derby,Reading,0,2,58%,9,2,3,4,6,0,1,15,3,593,18,121,35,42%,8,3,2,3,2,4,2,7,2,443,18,105,37,,
Championship - Round 1,12.09.2020 09:00,Huddersfield,Norwich,0,1,48%,7,1,4,2,3,2,4,19,1,342,10,87,38,52%,16,5,6,5,7,1,1,15,3,363,15,99,50,,
Championship - Round 1,12.09.2020 09:00,Millwall,Stoke,0,0,46%,9,1,3,5,2,1,4,15,1,350,5,118,44,54%,13,4,5,4,8,0,1,13,1,419,16,127,43,,
Championship - Round 1,12.09.2020 09:00,Preston,Swansea,0,1,60%,10,4,1,5,2,2,0,16,,507,9,145,54,40%,6,1,3,2,3,5,4,11,,343,9,100,38,,
Championship - Round 1,12.09.2020 09:00,QPR,Nottingham,2,0,49%,9,3,4,2,4,2,0,13,1,353,16,89,52,51%,6,0,5,1,2,3,1,11,2,361,18,109,42,,
Championship - Round 1,12.09.2020 06:30,Birmingham,Brentford,1,0,37%,11,3,4,4,6,4,4,16,4,323,22,104,43,63%,16,4,5,7,3,0,2,11,1,554,13,130,47,,
Championship - Round 1,12.09.2020 06:30,Wycombe,Rotherham,0,1,46%,10,4,4,2,3,5,1,12,1,220,9,86,25,54%,12,2,4,6,4,2,4,19,1,250,13,108,57,,
Championship - Round 17,09.12.2020 13:45,Brentford,Derby,0,0,59%,12,0,7,5,10,2,0,13,2,462,9,91,54,41%,5,0,3,2,2,4,0,8,1,334,11,116,41,,
